TX	Date	RX	NonEqualized_Signal_Count
4-10	2021_03_01	18-2	50
4-10	2021_03_01	19-1	50
4-10	2021_03_01	19-2	50
4-10	2021_03_01	2-1	50
4-10	2021_03_01	20-1	50
4-10	2021_03_01	20-19	50
4-10	2021_03_01	3-19	50
4-10	2021_03_01	7-14	50
4-10	2021_03_01	7-7	50
4-10	2021_03_01	8-14	50
4-10	2021_03_01	8-7	50
4-10	2021_03_01	8-8	50
4-10	2021_03_08	1-1	50
4-10	2021_03_08	1-19	50
4-10	2021_03_08	1-20	50
4-10	2021_03_08	13-7	50
4-10	2021_03_08	14-7	50
4-10	2021_03_08	18-19	50
4-10	2021_03_08	18-2	50
4-10	2021_03_08	19-1	50
4-10	2021_03_08	19-2	50
4-10	2021_03_08	2-1	50
4-10	2021_03_08	20-1	50
4-10	2021_03_08	20-19	50
4-10	2021_03_08	3-19	50
4-10	2021_03_08	7-14	50
4-10	2021_03_08	7-7	50
4-10	2021_03_08	8-14	50
4-10	2021_03_08	8-7	50
4-10	2021_03_08	8-8	50
4-10	2021_03_15	1-1	50
4-10	2021_03_15	1-19	50
4-10	2021_03_15	1-20	50
4-10	2021_03_15	13-7	50
4-10	2021_03_15	14-7	50
4-10	2021_03_15	18-19	50
4-10	2021_03_15	18-2	50
4-10	2021_03_15	19-1	50
4-10	2021_03_15	19-2	50
4-10	2021_03_15	2-1	50
4-10	2021_03_15	20-1	47
4-10	2021_03_15	20-19	50
4-10	2021_03_15	3-19	50
4-10	2021_03_15	7-14	50
4-10	2021_03_15	7-7	50
4-10	2021_03_15	8-14	50
4-10	2021_03_15	8-7	50
4-10	2021_03_15	8-8	50
4-10	2021_03_23	1-1	50
4-10	2021_03_23	1-19	50
4-10	2021_03_23	1-20	50
4-10	2021_03_23	13-7	50
4-10	2021_03_23	14-7	50
4-10	2021_03_23	18-19	50
4-10	2021_03_23	18-2	50
4-10	2021_03_23	19-1	50
4-10	2021_03_23	19-2	50
4-10	2021_03_23	2-1	50
4-10	2021_03_23	20-1	0
4-10	2021_03_23	20-19	50
4-10	2021_03_23	3-19	50
4-10	2021_03_23	7-14	50
4-10	2021_03_23	7-7	50
4-10	2021_03_23	8-14	50
4-10	2021_03_23	8-7	50
4-10	2021_03_23	8-8	50
4-11	2021_03_01	1-1	50
4-11	2021_03_01	1-19	50
4-11	2021_03_01	1-20	50
4-11	2021_03_01	13-7	50
4-11	2021_03_01	14-7	50
4-11	2021_03_01	18-19	50
4-11	2021_03_01	18-2	50
4-11	2021_03_01	19-1	50
4-11	2021_03_01	19-2	50
4-11	2021_03_01	2-1	50
4-11	2021_03_01	20-1	50
4-11	2021_03_01	20-19	50
4-11	2021_03_01	3-19	50
4-11	2021_03_01	7-14	50
4-11	2021_03_01	7-7	50
4-11	2021_03_01	8-14	50
4-11	2021_03_01	8-7	50
4-11	2021_03_01	8-8	50
4-11	2021_03_08	1-1	50
4-11	2021_03_08	1-19	50
4-11	2021_03_08	1-20	50
4-11	2021_03_08	13-7	50
4-11	2021_03_08	14-7	50
4-11	2021_03_08	18-19	50
4-11	2021_03_08	18-2	50
4-11	2021_03_08	19-1	50
4-11	2021_03_08	19-2	50
4-11	2021_03_08	2-1	50
4-11	2021_03_08	20-1	50
4-11	2021_03_08	20-19	50
4-11	2021_03_08	3-19	50
4-11	2021_03_08	7-14	50
4-11	2021_03_08	7-7	50
4-11	2021_03_08	8-14	50
4-11	2021_03_08	8-7	50
4-11	2021_03_08	8-8	50
4-11	2021_03_15	1-1	50
4-11	2021_03_15	1-19	50
4-11	2021_03_15	1-20	50
4-11	2021_03_15	13-7	50
4-11	2021_03_15	14-7	50
4-11	2021_03_15	18-19	50
4-11	2021_03_15	18-2	50
4-11	2021_03_15	19-1	50
4-11	2021_03_15	19-2	50
4-11	2021_03_15	2-1	50
4-11	2021_03_15	20-1	50
4-11	2021_03_15	20-19	50
4-11	2021_03_15	3-19	50
4-11	2021_03_15	7-14	50
4-11	2021_03_15	7-7	50
4-11	2021_03_15	8-14	50
4-11	2021_03_15	8-7	50
4-11	2021_03_15	8-8	50
4-11	2021_03_23	1-1	50
4-11	2021_03_23	1-19	50
4-11	2021_03_23	1-20	50
4-11	2021_03_23	13-7	50
4-11	2021_03_23	14-7	50
4-11	2021_03_23	18-19	50
4-11	2021_03_23	18-2	50
4-11	2021_03_23	19-1	50
4-11	2021_03_23	19-2	50
4-11	2021_03_23	2-1	50
4-11	2021_03_23	20-1	50
4-11	2021_03_23	20-19	50
4-11	2021_03_23	3-19	50
4-11	2021_03_23	7-14	50
4-11	2021_03_23	7-7	50
4-11	2021_03_23	8-14	50
4-11	2021_03_23	8-7	50
4-11	2021_03_23	8-8	50
5-1	2021_03_01	1-1	50
5-1	2021_03_01	1-19	50
5-1	2021_03_01	1-20	50
5-1	2021_03_01	13-7	50
5-1	2021_03_01	14-7	50
5-1	2021_03_01	18-19	50
5-1	2021_03_01	18-2	50
5-1	2021_03_01	19-1	50
5-1	2021_03_01	19-2	50
5-1	2021_03_01	2-1	50
5-1	2021_03_01	20-1	50
5-1	2021_03_01	20-19	50
5-1	2021_03_01	3-19	50
5-1	2021_03_01	7-14	50
5-1	2021_03_01	7-7	50
5-1	2021_03_01	8-14	50
5-1	2021_03_01	8-7	50
5-1	2021_03_01	8-8	50
5-1	2021_03_08	1-1	50
5-1	2021_03_08	1-19	50
5-1	2021_03_08	1-20	50
5-1	2021_03_08	13-7	50
5-1	2021_03_08	14-7	50
5-1	2021_03_08	18-19	50
5-1	2021_03_08	18-2	50
5-1	2021_03_08	19-1	50
5-1	2021_03_08	19-2	50
5-1	2021_03_08	2-1	50
5-1	2021_03_08	20-1	50
5-1	2021_03_08	20-19	50
5-1	2021_03_08	3-19	50
5-1	2021_03_08	7-14	50
5-1	2021_03_08	7-7	50
5-1	2021_03_08	8-14	50
5-1	2021_03_08	8-7	50
5-1	2021_03_08	8-8	50
5-1	2021_03_15	1-1	50
5-1	2021_03_15	1-19	50
5-1	2021_03_15	1-20	50
5-1	2021_03_15	13-7	50
5-1	2021_03_15	14-7	50
5-1	2021_03_15	18-19	50
5-1	2021_03_15	18-2	50
5-1	2021_03_15	19-1	50
5-1	2021_03_15	19-2	50
5-1	2021_03_15	2-1	50
5-1	2021_03_15	20-1	50
5-1	2021_03_15	20-19	50
5-1	2021_03_15	3-19	50
5-1	2021_03_15	7-14	50
5-1	2021_03_15	7-7	50
5-1	2021_03_15	8-14	50
5-1	2021_03_15	8-7	50
5-1	2021_03_15	8-8	50
5-1	2021_03_23	1-1	50
5-1	2021_03_23	1-19	50
5-1	2021_03_23	1-20	50
5-1	2021_03_23	13-7	50
5-1	2021_03_23	14-7	50
5-1	2021_03_23	18-19	50
5-1	2021_03_23	18-2	50
5-1	2021_03_23	19-1	50
5-1	2021_03_23	19-2	50
5-1	2021_03_23	2-1	50
5-1	2021_03_23	20-1	50
5-1	2021_03_23	20-19	50
5-1	2021_03_23	3-19	50
5-1	2021_03_23	7-14	50
5-1	2021_03_23	7-7	50
5-1	2021_03_23	8-14	50
5-1	2021_03_23	8-7	50
5-1	2021_03_23	8-8	50
5-16	2021_03_01	1-1	50
5-16	2021_03_01	1-19	50
5-16	2021_03_01	1-20	50
5-16	2021_03_01	13-7	50
5-16	2021_03_01	14-7	50
5-16	2021_03_01	18-19	50
5-16	2021_03_01	18-2	50
5-16	2021_03_01	19-1	50
5-16	2021_03_01	19-2	50
5-16	2021_03_01	2-1	50
5-16	2021_03_01	20-1	50
5-16	2021_03_01	20-19	50
5-16	2021_03_01	3-19	0
5-16	2021_03_01	7-14	50
5-16	2021_03_01	7-7	50
5-16	2021_03_01	8-14	50
5-16	2021_03_01	8-7	50
5-16	2021_03_01	8-8	50
5-16	2021_03_08	1-1	50
5-16	2021_03_08	1-19	50
5-16	2021_03_08	1-20	50
5-16	2021_03_08	13-7	50
5-16	2021_03_08	14-7	50
5-16	2021_03_08	18-19	50
5-16	2021_03_08	18-2	50
5-16	2021_03_08	19-1	50
5-16	2021_03_08	19-2	50
5-16	2021_03_08	2-1	50
5-16	2021_03_08	20-1	50
5-16	2021_03_08	20-19	50
5-16	2021_03_08	3-19	0
5-16	2021_03_08	7-14	50
5-16	2021_03_08	7-7	50
5-16	2021_03_08	8-14	50
5-16	2021_03_08	8-7	50
5-16	2021_03_08	8-8	50
5-16	2021_03_15	1-1	50
5-16	2021_03_15	1-19	50
5-16	2021_03_15	1-20	50
5-16	2021_03_15	13-7	50
5-16	2021_03_15	14-7	50
5-16	2021_03_15	18-19	50
5-16	2021_03_15	18-2	50
5-16	2021_03_15	19-1	50
5-16	2021_03_15	19-2	50
5-16	2021_03_15	2-1	50
5-16	2021_03_15	20-1	50
5-16	2021_03_15	20-19	50
5-16	2021_03_15	3-19	0
5-16	2021_03_15	7-14	50
5-16	2021_03_15	7-7	50
5-16	2021_03_15	8-14	50
5-16	2021_03_15	8-7	50
5-16	2021_03_15	8-8	50
5-16	2021_03_23	1-1	50
5-16	2021_03_23	1-19	50
5-16	2021_03_23	1-20	50
5-16	2021_03_23	13-7	50
5-16	2021_03_23	14-7	50
5-16	2021_03_23	18-19	50
5-16	2021_03_23	18-2	50
5-16	2021_03_23	19-1	50
5-16	2021_03_23	19-2	50
5-16	2021_03_23	2-1	50
5-16	2021_03_23	20-1	50
5-16	2021_03_23	20-19	50
5-16	2021_03_23	3-19	0
5-16	2021_03_23	7-14	50
5-16	2021_03_23	7-7	50
5-16	2021_03_23	8-14	50
5-16	2021_03_23	8-7	50
5-16	2021_03_23	8-8	50
5-20	2021_03_01	1-1	50
5-20	2021_03_01	1-19	50
5-20	2021_03_01	1-20	50
5-20	2021_03_01	13-7	50
5-20	2021_03_01	14-7	50
5-20	2021_03_01	18-19	50
5-20	2021_03_01	18-2	50
5-20	2021_03_01	19-1	50
5-20	2021_03_01	19-2	50
5-20	2021_03_01	2-1	50
5-20	2021_03_01	20-1	50
5-20	2021_03_01	20-19	50
5-20	2021_03_01	3-19	0
5-20	2021_03_01	7-14	50
5-20	2021_03_01	7-7	50
5-20	2021_03_01	8-14	50
5-20	2021_03_01	8-7	50
5-20	2021_03_01	8-8	50
5-20	2021_03_08	1-1	50
5-20	2021_03_08	1-19	50
5-20	2021_03_08	1-20	50
5-20	2021_03_08	13-7	50
5-20	2021_03_08	14-7	50
5-20	2021_03_08	18-19	50
5-20	2021_03_08	18-2	50
5-20	2021_03_08	19-1	50
5-20	2021_03_08	19-2	50
5-20	2021_03_08	2-1	50
5-20	2021_03_08	20-1	50
5-20	2021_03_08	20-19	50
5-20	2021_03_08	3-19	0
5-20	2021_03_08	7-14	50
5-20	2021_03_08	7-7	50
5-20	2021_03_08	8-14	50
5-20	2021_03_08	8-7	50
5-20	2021_03_08	8-8	50
5-20	2021_03_15	1-1	50
5-20	2021_03_15	1-19	50
5-20	2021_03_15	1-20	50
5-20	2021_03_15	13-7	50
5-20	2021_03_15	14-7	50
5-20	2021_03_15	18-19	50
5-20	2021_03_15	18-2	50
5-20	2021_03_15	19-1	50
5-20	2021_03_15	19-2	50
5-20	2021_03_15	2-1	50
5-20	2021_03_15	20-1	50
5-20	2021_03_15	20-19	50
5-20	2021_03_15	3-19	5
5-20	2021_03_15	7-14	50
5-20	2021_03_15	7-7	50
5-20	2021_03_15	8-14	50
5-20	2021_03_15	8-7	50
5-20	2021_03_15	8-8	50
5-20	2021_03_23	1-1	50
5-20	2021_03_23	1-19	50
5-20	2021_03_23	1-20	50
5-20	2021_03_23	13-7	50
5-20	2021_03_23	14-7	50
5-20	2021_03_23	18-19	50
5-20	2021_03_23	18-2	50
5-20	2021_03_23	19-1	50
5-20	2021_03_23	19-2	50
5-20	2021_03_23	2-1	50
5-20	2021_03_23	20-1	50
5-20	2021_03_23	20-19	50
5-20	2021_03_23	3-19	0
5-20	2021_03_23	7-14	50
5-20	2021_03_23	7-7	50
5-20	2021_03_23	8-14	50
5-20	2021_03_23	8-7	50
5-20	2021_03_23	8-8	50
5-5	2021_03_01	1-1	50
5-5	2021_03_01	1-19	50
5-5	2021_03_01	1-20	50
5-5	2021_03_01	13-7	50
5-5	2021_03_01	14-7	50
5-5	2021_03_01	18-19	50
5-5	2021_03_01	18-2	50
5-5	2021_03_01	19-1	50
5-5	2021_03_01	19-2	50
5-5	2021_03_01	2-1	50
5-5	2021_03_01	20-1	50
5-5	2021_03_01	20-19	50
5-5	2021_03_01	3-19	50
5-5	2021_03_01	7-14	50
5-5	2021_03_01	7-7	50
5-5	2021_03_01	8-14	50
5-5	2021_03_01	8-7	50
5-5	2021_03_01	8-8	50
5-5	2021_03_08	1-1	50
5-5	2021_03_08	1-19	50
5-5	2021_03_08	1-20	50
5-5	2021_03_08	13-7	50
5-5	2021_03_08	14-7	50
5-5	2021_03_08	18-19	50
5-5	2021_03_08	18-2	50
5-5	2021_03_08	19-1	50
5-5	2021_03_08	19-2	50
5-5	2021_03_08	2-1	50
5-5	2021_03_08	20-1	50
5-5	2021_03_08	20-19	50
5-5	2021_03_08	3-19	50
5-5	2021_03_08	7-14	50
5-5	2021_03_08	7-7	50
5-5	2021_03_08	8-14	50
5-5	2021_03_08	8-7	50
5-5	2021_03_08	8-8	50
5-5	2021_03_15	1-1	50
5-5	2021_03_15	1-19	50
5-5	2021_03_15	1-20	50
5-5	2021_03_15	13-7	50
5-5	2021_03_15	14-7	50
5-5	2021_03_15	18-19	50
5-5	2021_03_15	18-2	50
5-5	2021_03_15	19-1	50
5-5	2021_03_15	19-2	50
5-5	2021_03_15	2-1	50
5-5	2021_03_15	20-1	50
5-5	2021_03_15	20-19	50
5-5	2021_03_15	3-19	50
5-5	2021_03_15	7-14	50
5-5	2021_03_15	7-7	50
5-5	2021_03_15	8-14	50
5-5	2021_03_15	8-7	50
5-5	2021_03_15	8-8	50
5-5	2021_03_23	1-1	50
5-5	2021_03_23	1-19	50
5-5	2021_03_23	1-20	50
5-5	2021_03_23	13-7	50
5-5	2021_03_23	14-7	50
5-5	2021_03_23	18-19	50
5-5	2021_03_23	18-2	50
5-5	2021_03_23	19-1	50
5-5	2021_03_23	19-2	50
5-5	2021_03_23	2-1	50
5-5	2021_03_23	20-1	50
5-5	2021_03_23	20-19	50
5-5	2021_03_23	3-19	50
5-5	2021_03_23	7-14	50
5-5	2021_03_23	7-7	50
5-5	2021_03_23	8-14	50
5-5	2021_03_23	8-7	50
5-5	2021_03_23	8-8	50
6-1	2021_03_01	1-1	50
6-1	2021_03_01	1-19	50
6-1	2021_03_01	1-20	50
6-1	2021_03_01	13-7	50
6-1	2021_03_01	14-7	50
6-1	2021_03_01	18-19	50
6-1	2021_03_01	18-2	50
6-1	2021_03_01	19-1	50
6-1	2021_03_01	19-2	50
6-1	2021_03_01	2-1	50
6-1	2021_03_01	20-1	50
6-1	2021_03_01	20-19	50
6-1	2021_03_01	3-19	50
6-1	2021_03_01	7-14	50
6-1	2021_03_01	7-7	50
6-1	2021_03_01	8-14	50
6-1	2021_03_01	8-7	50
6-1	2021_03_01	8-8	50
6-1	2021_03_08	1-1	50
6-1	2021_03_08	1-19	50
6-1	2021_03_08	1-20	50
6-1	2021_03_08	13-7	50
6-1	2021_03_08	14-7	50
6-1	2021_03_08	18-19	50
6-1	2021_03_08	18-2	50
6-1	2021_03_08	19-1	50
6-1	2021_03_08	19-2	50
6-1	2021_03_08	2-1	50
6-1	2021_03_08	20-1	50
6-1	2021_03_08	20-19	50
6-1	2021_03_08	3-19	50
6-1	2021_03_08	7-14	50
6-1	2021_03_08	7-7	50
6-1	2021_03_08	8-14	50
6-1	2021_03_08	8-7	50
6-1	2021_03_08	8-8	50
6-1	2021_03_15	1-1	50
6-1	2021_03_15	1-19	50
6-1	2021_03_15	1-20	50
6-1	2021_03_15	13-7	50
6-1	2021_03_15	14-7	50
6-1	2021_03_15	18-19	50
6-1	2021_03_15	18-2	50
6-1	2021_03_15	19-1	50
6-1	2021_03_15	19-2	50
6-1	2021_03_15	2-1	50
6-1	2021_03_15	20-1	50
6-1	2021_03_15	20-19	50
6-1	2021_03_15	3-19	50
6-1	2021_03_15	7-14	50
6-1	2021_03_15	7-7	50
6-1	2021_03_15	8-14	50
6-1	2021_03_15	8-7	50
6-1	2021_03_15	8-8	50
6-1	2021_03_23	1-1	50
6-1	2021_03_23	1-19	50
6-1	2021_03_23	1-20	50
6-1	2021_03_23	13-7	50
6-1	2021_03_23	14-7	50
6-1	2021_03_23	18-19	50
6-1	2021_03_23	18-2	50
6-1	2021_03_23	19-1	50
6-1	2021_03_23	19-2	50
6-1	2021_03_23	2-1	50
6-1	2021_03_23	20-1	50
6-1	2021_03_23	20-19	50
6-1	2021_03_23	3-19	50
6-1	2021_03_23	7-14	50
6-1	2021_03_23	7-7	50
6-1	2021_03_23	8-14	50
6-1	2021_03_23	8-7	50
6-1	2021_03_23	8-8	50
6-15	2021_03_01	1-1	50
6-15	2021_03_01	1-19	50
6-15	2021_03_01	1-20	50
6-15	2021_03_01	13-7	50
6-15	2021_03_01	14-7	50
6-15	2021_03_01	18-19	50
6-15	2021_03_01	18-2	50
6-15	2021_03_01	19-1	50
6-15	2021_03_01	19-2	50
6-15	2021_03_01	2-1	50
6-15	2021_03_01	20-1	50
6-15	2021_03_01	20-19	50
6-15	2021_03_01	3-19	50
6-15	2021_03_01	7-14	50
6-15	2021_03_01	7-7	50
6-15	2021_03_01	8-14	50
6-15	2021_03_01	8-7	50
6-15	2021_03_01	8-8	50
6-15	2021_03_08	1-1	50
6-15	2021_03_08	1-19	50
6-15	2021_03_08	1-20	50
6-15	2021_03_08	13-7	50
6-15	2021_03_08	14-7	50
6-15	2021_03_08	18-19	50
6-15	2021_03_08	18-2	50
6-15	2021_03_08	19-1	50
6-15	2021_03_08	19-2	50
6-15	2021_03_08	2-1	50
6-15	2021_03_08	20-1	50
6-15	2021_03_08	20-19	50
6-15	2021_03_08	3-19	50
6-15	2021_03_08	7-14	50
6-15	2021_03_08	7-7	50
6-15	2021_03_08	8-14	50
6-15	2021_03_08	8-7	50
6-15	2021_03_08	8-8	50
6-15	2021_03_15	1-1	50
6-15	2021_03_15	1-19	50
6-15	2021_03_15	1-20	50
6-15	2021_03_15	13-7	50
6-15	2021_03_15	14-7	50
6-15	2021_03_15	18-19	50
6-15	2021_03_15	18-2	50
6-15	2021_03_15	19-1	50
6-15	2021_03_15	19-2	50
6-15	2021_03_15	2-1	50
6-15	2021_03_15	20-1	50
6-15	2021_03_15	20-19	50
6-15	2021_03_15	3-19	50
6-15	2021_03_15	7-14	50
6-15	2021_03_15	7-7	50
6-15	2021_03_15	8-14	50
6-15	2021_03_15	8-7	50
6-15	2021_03_15	8-8	50
6-15	2021_03_23	1-1	50
6-15	2021_03_23	1-19	50
6-15	2021_03_23	1-20	50
6-15	2021_03_23	13-7	50
6-15	2021_03_23	14-7	50
6-15	2021_03_23	18-19	50
6-15	2021_03_23	18-2	50
6-15	2021_03_23	19-1	50
6-15	2021_03_23	19-2	50
6-15	2021_03_23	2-1	50
6-15	2021_03_23	20-1	50
6-15	2021_03_23	20-19	50
6-15	2021_03_23	3-19	50
6-15	2021_03_23	7-14	50
6-15	2021_03_23	7-7	50
6-15	2021_03_23	8-14	50
6-15	2021_03_23	8-7	50
6-15	2021_03_23	8-8	50
6-6	2021_03_01	1-1	50
6-6	2021_03_01	1-19	50
6-6	2021_03_01	1-20	50
6-6	2021_03_01	13-7	50
6-6	2021_03_01	14-7	50
6-6	2021_03_01	18-19	50
6-6	2021_03_01	18-2	50
6-6	2021_03_01	19-1	50
6-6	2021_03_01	19-2	50
6-6	2021_03_01	2-1	50
6-6	2021_03_01	20-1	50
6-6	2021_03_01	20-19	50
6-6	2021_03_01	3-19	50
6-6	2021_03_01	7-14	50
6-6	2021_03_01	7-7	50
6-6	2021_03_01	8-14	50
6-6	2021_03_01	8-7	0
6-6	2021_03_01	8-8	50
6-6	2021_03_08	1-1	50
6-6	2021_03_08	1-19	50
6-6	2021_03_08	1-20	50
6-6	2021_03_08	13-7	50
6-6	2021_03_08	14-7	50
6-6	2021_03_08	18-19	50
6-6	2021_03_08	18-2	50
6-6	2021_03_08	19-1	50
6-6	2021_03_08	19-2	50
6-6	2021_03_08	2-1	50
6-6	2021_03_08	20-1	50
6-6	2021_03_08	20-19	50
6-6	2021_03_08	3-19	50
6-6	2021_03_08	7-14	50
6-6	2021_03_08	7-7	50
6-6	2021_03_08	8-14	50
6-6	2021_03_08	8-7	0
6-6	2021_03_08	8-8	50
6-6	2021_03_15	1-1	50
6-6	2021_03_15	1-19	50
6-6	2021_03_15	1-20	50
6-6	2021_03_15	13-7	50
6-6	2021_03_15	14-7	50
6-6	2021_03_15	18-19	50
6-6	2021_03_15	18-2	50
6-6	2021_03_15	19-1	50
6-6	2021_03_15	19-2	50
6-6	2021_03_15	2-1	50
6-6	2021_03_15	20-1	50
6-6	2021_03_15	20-19	50
6-6	2021_03_15	3-19	50
6-6	2021_03_15	7-14	50
6-6	2021_03_15	7-7	50
6-6	2021_03_15	8-14	50
6-6	2021_03_15	8-7	0
6-6	2021_03_15	8-8	50
6-6	2021_03_23	1-1	50
6-6	2021_03_23	1-19	50
6-6	2021_03_23	1-20	50
6-6	2021_03_23	13-7	50
6-6	2021_03_23	14-7	50
6-6	2021_03_23	18-19	50
6-6	2021_03_23	18-2	50
6-6	2021_03_23	19-1	50
6-6	2021_03_23	19-2	50
6-6	2021_03_23	2-1	50
6-6	2021_03_23	20-1	50
6-6	2021_03_23	20-19	50
6-6	2021_03_23	3-19	50
6-6	2021_03_23	7-14	50
6-6	2021_03_23	7-7	50
6-6	2021_03_23	8-14	50
6-6	2021_03_23	8-7	0
6-6	2021_03_23	8-8	50
7-10	2021_03_01	1-1	50
7-10	2021_03_01	1-19	50
7-10	2021_03_01	1-20	50
7-10	2021_03_01	13-7	50
7-10	2021_03_01	14-7	50
7-10	2021_03_01	18-19	50
7-10	2021_03_01	18-2	50
7-10	2021_03_01	19-1	50
7-10	2021_03_01	19-2	50
7-10	2021_03_01	2-1	50
7-10	2021_03_01	20-1	50
7-10	2021_03_01	20-19	50
7-10	2021_03_01	3-19	50
7-10	2021_03_01	7-14	50
7-10	2021_03_01	7-7	50
7-10	2021_03_01	8-14	50
7-10	2021_03_01	8-7	50
7-10	2021_03_01	8-8	50
7-10	2021_03_08	1-1	50
7-10	2021_03_08	1-19	50
7-10	2021_03_08	1-20	50
7-10	2021_03_08	13-7	50
7-10	2021_03_08	14-7	50
7-10	2021_03_08	18-19	50
7-10	2021_03_08	18-2	50
7-10	2021_03_08	19-1	50
7-10	2021_03_08	19-2	50
7-10	2021_03_08	2-1	50
7-10	2021_03_08	20-1	50
7-10	2021_03_08	20-19	50
7-10	2021_03_08	3-19	50
7-10	2021_03_08	7-14	50
7-10	2021_03_08	7-7	50
7-10	2021_03_08	8-14	50
7-10	2021_03_08	8-7	50
7-10	2021_03_08	8-8	50
7-10	2021_03_15	1-1	50
7-10	2021_03_15	1-19	50
7-10	2021_03_15	1-20	50
7-10	2021_03_15	13-7	50
7-10	2021_03_15	14-7	50
7-10	2021_03_15	18-19	50
7-10	2021_03_15	18-2	50
7-10	2021_03_15	19-1	50
7-10	2021_03_15	19-2	50
7-10	2021_03_15	2-1	50
7-10	2021_03_15	20-1	50
7-10	2021_03_15	20-19	50
7-10	2021_03_15	3-19	50
7-10	2021_03_15	7-14	50
7-10	2021_03_15	7-7	50
7-10	2021_03_15	8-14	50
7-10	2021_03_15	8-7	50
7-10	2021_03_15	8-8	50
7-10	2021_03_23	1-1	50
7-10	2021_03_23	1-19	50
7-10	2021_03_23	1-20	50
7-10	2021_03_23	13-7	50
7-10	2021_03_23	14-7	50
7-10	2021_03_23	18-19	50
7-10	2021_03_23	18-2	50
7-10	2021_03_23	19-1	50
7-10	2021_03_23	19-2	50
7-10	2021_03_23	2-1	50
7-10	2021_03_23	20-1	50
7-10	2021_03_23	20-19	50
7-10	2021_03_23	3-19	50
7-10	2021_03_23	7-14	50
7-10	2021_03_23	7-7	50
7-10	2021_03_23	8-14	50
7-10	2021_03_23	8-7	50
7-10	2021_03_23	8-8	50
7-11	2021_03_01	1-1	50
7-11	2021_03_01	1-19	50
7-11	2021_03_01	1-20	50
7-11	2021_03_01	13-7	50
7-11	2021_03_01	14-7	50
7-11	2021_03_01	18-19	50
7-11	2021_03_01	18-2	50
7-11	2021_03_01	19-1	50
7-11	2021_03_01	19-2	50
7-11	2021_03_01	2-1	50
7-11	2021_03_01	20-1	50
7-11	2021_03_01	20-19	50
7-11	2021_03_01	3-19	50
7-11	2021_03_01	7-14	50
7-11	2021_03_01	7-7	50
7-11	2021_03_01	8-14	50
7-11	2021_03_01	8-7	50
7-11	2021_03_01	8-8	50
7-11	2021_03_08	1-1	50
7-11	2021_03_08	1-19	50
7-11	2021_03_08	1-20	50
7-11	2021_03_08	13-7	50
7-11	2021_03_08	14-7	50
7-11	2021_03_08	18-19	50
7-11	2021_03_08	18-2	50
7-11	2021_03_08	19-1	50
7-11	2021_03_08	19-2	50
7-11	2021_03_08	2-1	50
7-11	2021_03_08	20-1	50
7-11	2021_03_08	20-19	50
7-11	2021_03_08	3-19	50
7-11	2021_03_08	7-14	50
7-11	2021_03_08	7-7	50
7-11	2021_03_08	8-14	50
7-11	2021_03_08	8-7	50
7-11	2021_03_08	8-8	50
7-11	2021_03_15	1-1	50
7-11	2021_03_15	1-19	50
7-11	2021_03_15	1-20	50
7-11	2021_03_15	13-7	50
7-11	2021_03_15	14-7	50
7-11	2021_03_15	18-19	50
7-11	2021_03_15	18-2	50
7-11	2021_03_15	19-1	50
7-11	2021_03_15	19-2	50
7-11	2021_03_15	2-1	50
7-11	2021_03_15	20-1	50
7-11	2021_03_15	20-19	50
7-11	2021_03_15	3-19	50
7-11	2021_03_15	7-14	50
7-11	2021_03_15	7-7	50
7-11	2021_03_15	8-14	50
7-11	2021_03_15	8-7	50
7-11	2021_03_15	8-8	50
7-11	2021_03_23	1-1	50
7-11	2021_03_23	1-19	50
7-11	2021_03_23	1-20	50
7-11	2021_03_23	13-7	50
7-11	2021_03_23	14-7	50
7-11	2021_03_23	18-19	50
7-11	2021_03_23	18-2	50
7-11	2021_03_23	19-1	50
7-11	2021_03_23	19-2	50
7-11	2021_03_23	2-1	50
7-11	2021_03_23	20-1	50
7-11	2021_03_23	20-19	50
7-11	2021_03_23	3-19	50
7-11	2021_03_23	7-14	50
7-11	2021_03_23	7-7	50
7-11	2021_03_23	8-14	50
7-11	2021_03_23	8-7	50
7-11	2021_03_23	8-8	50
7-12	2021_03_01	1-1	50
7-12	2021_03_01	1-19	50
7-12	2021_03_01	1-20	50
7-12	2021_03_01	13-7	50
7-12	2021_03_01	14-7	50
7-12	2021_03_01	18-19	50
7-12	2021_03_01	18-2	50
7-12	2021_03_01	19-1	50
7-12	2021_03_01	19-2	50
7-12	2021_03_01	2-1	50
7-12	2021_03_01	20-1	50
7-12	2021_03_01	20-19	50
7-12	2021_03_01	3-19	50
7-12	2021_03_01	7-14	0
7-12	2021_03_01	7-7	50
7-12	2021_03_01	8-14	0
7-12	2021_03_01	8-7	4
7-12	2021_03_01	8-8	3
7-12	2021_03_08	1-1	50
7-12	2021_03_08	1-19	50
7-12	2021_03_08	1-20	50
7-12	2021_03_08	13-7	50
7-12	2021_03_08	14-7	50
7-12	2021_03_08	18-19	50
7-12	2021_03_08	18-2	50
7-12	2021_03_08	19-1	50
7-12	2021_03_08	19-2	50
7-12	2021_03_08	2-1	50
7-12	2021_03_08	20-1	50
7-12	2021_03_08	20-19	50
7-12	2021_03_08	3-19	50
7-12	2021_03_08	7-14	0
7-12	2021_03_08	7-7	50
7-12	2021_03_08	8-14	0
7-12	2021_03_08	8-7	12
7-12	2021_03_08	8-8	0
